Taxi Rank,Time the taxi join the queue,,Time in hours,Number of passengers alighting,Time the 1st passenger boards the taxi,Vehicle Registration ,Destination,Single Fare,Route number/code,Number of passengers in taxi when it departs,Time the taxi departs,Date,Survey Period,Key,Column1,Date; Route Number; Survey Period; Taxi Rank
Bergzicht,11:00,,11,0,11:44:00,CL36788,IDAS VALLEY,9,630,14,11:55,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,30Jun-630-Saturday-Bergzicht
Bergzicht,11:00,,11,0,12:23:00,CL27056,IDAS VALLEY,9,630,15,12:28,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,30Jun-665-Saturday-Bergzicht
Bergzicht,11:00,,11,0,12:05:00,CL66300,IDAS VALLEY,9,630,14,12:22,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,30Jun-499-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:35:00,CL53491,IDAS VALLEY,9,630,15,11:43,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,30Jun-636-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:18:00,CL24530,IDAS VALLEY,9,630,15,11:35,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,30Jun-663-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:55:00,CL33233,IDAS VALLEY,9,665,15,12:05,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:00,,11,0,11:00:00,CL19254,SOMERSET WEST,15,499,16,11:07:00,30-Jun-18,Saturday,30Jun-499-Saturday-Bergzicht,,30Jun-664-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:01:00,CL30835,IDAS VALLEY,9,630,15,11:10,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,30Jun-668-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:10:00,CL69021,IDAS VALLEY,9,630,14,11:18,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,30Jun-670-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:00:00,CL40350,CLOETESVILLE,9,636,15,11:02:00,30-Jun-18,Saturday,30Jun-636-Saturday-Bergzicht,,30Jun-676-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:04:00,CL14561,VLOTTENBURG,10,663,16,11:23:00,30-Jun-18,Saturday,30Jun-663-Saturday-Bergzicht,,30Jun-none-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:23:00,CL62851,VLOTTENBURG,10,663,16,11:45:00,30-Jun-18,Saturday,30Jun-663-Saturday-Bergzicht,,30Jun-660-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:00:00,CL48784,DEVON VALLEY,10,664,16,11:25:00,30-Jun-18,Saturday,30Jun-664-Saturday-Bergzicht,,30Jun-672-Saturday-Bergzicht
Bergzicht,11:00,,11,0,11:00:00,CL61881,KYLEMORE,13,668,15,11:00:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:00,,11,0,11:01:00,CL10332,JAMESTOWN,10,670,15,11:05:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,11:00,,11,0,11:00:00,CL37374,KAYAMANDI,10,676,16,11:04:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:00,,11,0,11:00:00,CL69507,KAYAMANDI,10,676,16,11:02:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:00,,11,0,11:00:00,CF95840,KAYAMANDI,10,676,13,11:08:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:00,,11,0,11:23:00,CFM46828,SOMERSET WEST,15,none,16,11:36:00,30-Jun-18,Saturday,30Jun-none-Saturday-Bergzicht,,
Bergzicht,11:01,,11.02,0,11:36:00,CFM74978,SOMERSET WEST,15,none,16,11:46:00,30-Jun-18,Saturday,30Jun-none-Saturday-Bergzicht,,
Bergzicht,11:01,,11.02,0,11:47:00,CFM14468,SOMERSET WEST,15,none,16,11:58:00,30-Jun-18,Saturday,30Jun-none-Saturday-Bergzicht,,
Bergzicht,11:02,,11.03,0,11:58:00,CL34331,SOMERSET WEST,15,660,16,12:09:00,30-Jun-18,Saturday,30Jun-660-Saturday-Bergzicht,,30Jun-280-Saturday-Bergzicht
Bergzicht,11:02,,11.03,0,11:02:00,3JACOBS,CLOETESVILLE,9,665,15,11:07:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,30Jun-T43-Saturday-Bergzicht
Bergzicht,11:02,,11.03,0,11:08:00,CL78692,KYLEMORE,13,668,15,11:22:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:02,,11.03,0,11:24:00,CL13453,KYLEMORE,13,668,15,11:33:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:02,,11.03,0,11:11:00,CL915,JAMESTOWN,10,670,15,11:27:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,11:02,,11.03,0,11:00:00,CL47420,KAYAMANDI,10,676,15,11:12:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:03,,11.05,0,11:45:00,CL46025,KYLEMORE,13,668,15,12:10:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:03,,11.05,0,11:04:00,CF90182,EERSTERIVIER,9,none,14,11:26:00,30-Jun-18,Saturday,30Jun-none-Saturday-Bergzicht,,
Bergzicht,11:04,,11.07,0,11:09:00,CF129556,KAYAMANDI,10,676,15,11:16:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:05,,11.08,0,11:33:00,CL37650,KYLEMORE,13,668,15,12:50:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:05,,11.08,0,11:42:00,CL283WP,KYLEMORE,13,668,15,12:45:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:05,,11.08,0,11:06:00,CL68706,EERSTERIVIER,9,672,14,11:29:00,30-Jun-18,Saturday,30Jun-672-Saturday-Bergzicht,,
Bergzicht,11:07,,11.12,0,11:08:00,CL48819,CLOETESVILLE,9,636,15,11:19:00,30-Jun-18,Saturday,30Jun-636-Saturday-Bergzicht,,30Jun-76-Saturday-Bergzicht
Bergzicht,11:07,,11.12,0,11:08:00,CL44818,CLOETESVILLE,9,665,15,11:12:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,30Jun-686-Saturday-Bergzicht
Bergzicht,11:07,,11.12,0,11:30:00,CL30517,JAMESTOWN,10,670,14,11:38:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,11:07,,11.12,0,11:07:00,CL20504,KAYAMANDI,10,676,16,11:21:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:08,,11.13,0,11:08:00,CL32113,SOMERSET WEST,15,660,16,11:19:00,30-Jun-18,Saturday,30Jun-660-Saturday-Bergzicht,,30Jun-278-Saturday-Bergzicht
Bergzicht,11:09,,11.15,5,11:25:00,CL31272,DEVON VALLEY,10,664,16,12:11:00,30-Jun-18,Saturday,30Jun-664-Saturday-Bergzicht,,30Jun-353-Saturday-Bergzicht
Bergzicht,11:12,,11.2,13,11:51:00,CL283,KYLEMORE,13,668,15,12:45:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:12,,11.2,0,11:20:00,CL70054,KAYAMANDI,10,676,15,11:25:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:12,,11.2,0,11:24:00,CL82364,KAYAMANDI,10,676,15,11:27:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:13,,11.22,0,11:23:00,CL56735,CLOETESVILLE,9,665,15,11:31:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,0
Bergzicht,11:14,,11.23,0,11:20:00,CL82983,CLOETESVILLE,9,665,15,11:23:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:16,,11.27,0,11:31:00,CL77394,KAYAMANDI,10,676,15,11:32:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:17,,11.28,0,11:31:00,CL13595,CLOETESVILLE,9,665,15,11:36:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:18,,11.3,0,11:36:00,CL74694,CLOETESVILLE,9,665,15,11:39:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:18,,11.3,0,11:39:00,CL65488,CLOETESVILLE,9,665,15,11:44:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:18,,11.3,0,11:25:00,CF145445,KAYAMANDI,10,676,15,11:30:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:20,,11.33,9,11:39:00,CL30351,JAMESTOWN,10,670,16,11:51:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,11:27,,11.45,0,11:32:00,CL75979,KAYAMANDI,10,676,15,11:35:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:28,,11.47,2,11:51:00,LKS1WP,JAMESTOWN,10,670,15,12:05:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,11:29,,11.48,0,11:34:00,CL15771,KAYAMANDI,10,676,15,11:37:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:30,,11.5,15,11:53:00,KYKA1WP,KYLEMORE,13,668,15,12:24:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:30,,11.5,0,11:45:00,CL49069,KYLEMORE,13,668,15,12:02:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,11:31,,11.52,0,11:34:00,CL12804,KAYAMANDI,10,676,16,11:41:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:34,,11.57,0,11:36:00,CL46830,KAYAMANDI,10,676,15,11:44:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:35,,11.58,10,12:12:00,CL75515,DEVON VALLEY,10,664,16,12:35:00,30-Jun-18,Saturday,30Jun-664-Saturday-Bergzicht,,
Bergzicht,11:37,,11.62,0,11:39:00,CL77108,KAYAMANDI,10,676,15,11:45:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:37,,11.62,0,11:43:00,CL63744,KAYAMANDI,10,676,15,11:48:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:37,,11.62,0,11:45:00,CA851626,KAYAMANDI,10,676,15,11:52:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:39,,11.65,0,11:44:00,CL50176,CLOETESVILLE,9,665,15,11:51:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:40,,11.67,13,12:06:00,CL10332,JAMESTOWN,10,670,16,12:20:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,11:40,,11.67,0,11:51:00,CL27391,KAYAMANDI,10,676,15,11:53:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:41,,11.68,0,12:10:00,CEY22838,SOMERSET WEST,15,280,16,12:22:00,30-Jun-18,Saturday,30Jun-280-Saturday-Bergzicht,,
Bergzicht,11:42,,11.7,0,11:55:00,CL30861,CLOETESVILLE,9,636,15,12:05:00,30-Jun-18,Saturday,30Jun-636-Saturday-Bergzicht,,
Bergzicht,11:42,,11.7,0,11:43:00,THURLOWP,CLOETESVILLE,9,665,15,11:55:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:42,,11.7,0,11:54:00,CL82352,CLOETESVILLE,9,665,15,12:01:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:43,,11.72,0,12:31:00,CL76386,SOMERSET WEST,15,660,16,12:46:00,30-Jun-18,Saturday,30Jun-660-Saturday-Bergzicht,,
Bergzicht,11:43,,11.72,5,11:43:00,CL55497,VLOTTENBURG,10,663,16,11:57:00,30-Jun-18,Saturday,30Jun-663-Saturday-Bergzicht,,
Bergzicht,11:43,,11.72,0,11:51:00,CL72971,KAYAMANDI,10,676,18,11:56:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:43,,11.72,0,12:22:00,CL27906,SOMERSET WEST,15,T43,16,12:29:00,30-Jun-18,Saturday,30Jun-T43-Saturday-Bergzicht,,
Bergzicht,11:45,,11.75,0,12:59:00,CL69021,IDAS VALLEY,9,630,14,13:04:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,11:45,,11.75,0,13:04:00,CL24530,IDAS VALLEY,9,630,15,13:10:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,11:45,,11.75,0,12:28:00,MJACOBSWP,IDAS VALLEY,9,630,14,12:36,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,11:45,,11.75,0,12:51:00,CL20838,IDAS VALLEY,9,630,15,12:59:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,11:45,,11.75,0,12:37:00,CL17374,IDAS VALLEY,9,630,14,12:43:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,11:45,,11.75,0,12:44:00,CL18264,IDAS VALLEY,9,630,14,12:51:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,11:45,,11.75,0,11:54:00,CL62506,KAYAMANDI,10,676,15,12:01:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:48,,11.8,16,11:45:00,CL57680,VLOTTENBURG,10,663,16,12:17:00,30-Jun-18,Saturday,30Jun-663-Saturday-Bergzicht,,
Bergzicht,11:51,,11.85,0,12:00:00,CL44770,CLOETESVILLE,9,665,15,12:09:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:51,,11.85,0,11:58:00,CL76636,KAYAMANDI,10,676,15,12:02:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:52,,11.87,0,12:01:00,CF175499,KAYAMANDI,10,676,15,12:03:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:54,,11.9,0,11:56:00,CL67547,KAYAMANDI,10,676,15,11:58:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:55,,11.92,0,12:10:00,CL65735,CLOETESVILLE,9,636,15,12:11:00,30-Jun-18,Saturday,30Jun-636-Saturday-Bergzicht,,
Bergzicht,11:56,,11.93,0,12:12:00,CL55423,CLOETESVILLE,9,665,15,12:15:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:56,,11.93,0,12:13:00,GEORGE3WP,CLOETESVILLE,9,665,15,12:17:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:57,,11.95,0,12:03:00,CL49069,KAYAMANDI,10,676,15,12:06:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,11:59,,11.98,0,12:16:00,CL44818,CLOETESVILLE,9,665,15,12:19:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:59,,11.98,0,12:19:00,CL82983,CLOETESVILLE,9,665,15,12:22:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,11:59,,11.98,0,12:25:00,CL61881,KYLEMORE,13,668,15,12:38:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,12:00,,12,7,12:22:00,CL49798,JAMESTOWN,10,670,16,12:31:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,12:00,,12,0,12:06:00,CL65907,KAYAMANDI,10,676,15,12:12:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:00,,12,0,12:04:00,CL16548,KAYAMANDI,10,676,15,12:10:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:04,,12.07,0,12:26:00,CL55040,KYLEMORE,13,668,15,12:31:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,12:04,,12.07,0,12:09:00,CL37374,KAYAMANDI,10,676,15,12:13:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:05,,12.08,0,12:16:00,CL53662,KAYAMANDI,10,676,15,12:25:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:05,,12.08,0,12:11:00,CL39940,KAYAMANDI,10,676,15,12:15:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:05,,12.08,0,12:15:00,CL77074,KAYAMANDI,10,676,15,12:17:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:05,,12.08,0,12:50:00,CL68706,EERSTERIVIER,9,none,14,12:51:00,30-Jun-18,Saturday,30Jun-none-Saturday-Bergzicht,,
Bergzicht,12:06,,12.1,0,12:29:00,CL283,KYLEMORE,13,668,15,12:11:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,12:06,,12.1,0,12:09:00,NICKY1WP,KYLEMORE,13,668,15,12:18:00,30-Jun-18,Saturday,30Jun-668-Saturday-Bergzicht,,
Bergzicht,12:07,,12.12,0,12:15:00,CL32085,KAYAMANDI,10,676,15,12:23:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:09,,12.15,0,12:30:00,CL48784,DEVON VALLEY,10,664,16,12:51:00,30-Jun-18,Saturday,30Jun-664-Saturday-Bergzicht,,
Bergzicht,12:11,,12.18,16,12:12:00,CL14561,VLOTTENBURG,10,663,16,12:20:00,30-Jun-18,Saturday,30Jun-663-Saturday-Bergzicht,,
Bergzicht,12:12,,12.2,0,12:20:00,CL62851,VLOTTENBURG,10,663,16,12:24:00,30-Jun-18,Saturday,30Jun-663-Saturday-Bergzicht,,
Bergzicht,12:13,,12.22,0,12:31:00,CL915,JAMESTOWN,10,670,16,12:39:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,12:14,,12.23,0,,CL53622,KAYAMANDI,10,676,,,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:15,,12.25,0,12:27:00,CL41635,KAYAMANDI,10,676,15,12:29:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:17,,12.28,0,12:21:00,CL48819,CLOETESVILLE,9,636,15,12:25:00,30-Jun-18,Saturday,30Jun-636-Saturday-Bergzicht,,
Bergzicht,12:18,,12.3,0,12:24:00,CF95840,KAYAMANDI,10,676,18,12:32:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:20,,12.33,0,12:27:00,CL47400,KAYAMANDI,10,676,15,12:33:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:21,,12.35,0,12:25:00,CL44603,CLOETESVILLE,9,636,15,12:27:00,30-Jun-18,Saturday,30Jun-636-Saturday-Bergzicht,,
Bergzicht,12:22,,12.37,0,12:25:00,3JACOBSWP,CLOETESVILLE,9,665,15,12:29:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,12:22,,12.37,0,12:29:00,CF129556,KAYAMANDI,10,676,15,12:37:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:23,,12.38,0,12:24:00,CL16802,KAYAMANDI,10,676,15,12:26:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,12:24,,12.4,0,13:16:00,CL26788,IDAS VALLEY,9,630,14,13:25:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,12:24,,12.4,0,13:11:00,CL53491,IDAS VALLEY,9,630,15,13:15:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,12:24,,12.4,0,12:29:00,CL56735,CLOETESVILLE,9,665,15,12:31:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,12:24,,12.4,0,12:30:00,CL74694,CLOETESVILLE,9,665,15,12:35:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,12:24,,12.4,0,12:36:00,CL50176,CLOETESVILLE,9,665,15,12:40:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,12:24,,12.4,0,12:36:00,CL65488,CLOETESVILLE,9,665,15,12:41:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,12:24,,12.4,0,13:25:00,CL33233,IDAS VALLEY,9,665,15,13:30:00,30-Jun-18,Saturday,30Jun-665-Saturday-Bergzicht,,
Bergzicht,12:24,,12.4,3,12:39:00,CL30517,JAMESTOWN,10,670,14,12:46:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,12:29,,12.48,0,12:48:00,CFM43453,SOMERSET WEST,15,none,16,12:58:00,30-Jun-18,Saturday,30Jun-none-Saturday-Bergzicht,,
Bergzicht,12:31,,12.52,0,13:10:00,CFM54430,SOMERSET WEST,15,76,16,13:22:00,30-Jun-18,Saturday,30Jun-76-Saturday-Bergzicht,,
Bergzicht,12:31,,12.52,0,13:00:00,CFM26553,SOMERSET WEST,15,none,16,13:09:00,30-Jun-18,Saturday,30Jun-none-Saturday-Bergzicht,,
Bergzicht,12:32,,12.53,0,12:33:00,CL13220,KAYAMANDI,10,676,15,12:35:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
